codigo,disciplina,tema,papel,titulo,canal,url,duracao,data_publicacao,fonte_prioridade,edital_especifico,nota_aderencia
AC-05,Conhecimentos Específicos - Administração e Controle,Indicadores de desempenho - questões comentadas,complementar_questoes,"Gestão do Desempenho - Aula de questões comentadas do Cespe / Cebraspe",Rodrigo Rennó,https://www.youtube.com/watch?v=Ns47JXmkvWU,não identificada,não identificada,outro_canal_concursos,NAO,"Aula de questões comentadas de bancas sobre gestão do desempenho e indicadores, permitindo praticar a aplicação do conteúdo da aula principal em formato de prova, complementando com foco em questões."
AC-05,Conhecimentos Específicos - Administração e Controle,Indicadores de desempenho - revisão rápida,complementar_revisao,"Administração Geral - Indicadores de Desempenho | Dica nº83 | Receita Federal",AlfaCon,https://www.youtube.com/watch?v=tXAuVR9OJaI,não identificada,não identificada,outro_canal_concursos,NAO,"Vídeo curto de revisão ('dica') do AlfaCon sobre indicadores de desempenho, útil para relembrar rapidamente os conceitos centrais (eficiência, eficácia, efetividade e tipos de indicadores) já vistos nas aulas anteriores."
AC-06,Conhecimentos Específicos - Administração e Controle,Juros simples e compostos,principal,"Juros Simples x Juros Compostos - Aula 1",Felippe Loureiro,https://www.youtube.com/watch?v=RNVgJHpOUrA,não identificada,não identificada,outro_canal_concursos,NAO,"Aula do professor Felippe Loureiro, especializado em matemática e matemática financeira para concursos (inclusive com curso específico para a Transpetro), comparando juros simples e compostos, núcleo do código AC-06."
AC-06,Conhecimentos Específicos - Administração e Controle,Desconto comercial simples,complementar_aprofundamento,"Aula 1: Matemática Financeira - Desconto Comercial Simples",Professor Julio Cesar (Bizutemática),https://www.youtube.com/watch?v=wmverYTpORw,não identificada,não identificada,outro_canal_concursos,NAO,"Aprofunda especificamente o subtema 'descontos' do AC-06, que a aula principal (focada em juros) não cobre em detalhe, com um professor dedicado a matemática para concursos."
AC-06,Conhecimentos Específicos - Administração e Controle,Porcentagem - questões de concurso,complementar_questoes,"20 Questões Resolvidas de Concursos de Porcentagem - Várias Bancas",Matemática Boa,https://www.youtube.com/watch?v=XpHNly9AjFM,não identificada,não identificada,outro_canal_concursos,NAO,"Resolução de 20 questões de porcentagem de diferentes bancas, cobrindo o subtema 'porcentagem' do AC-06 em formato de prática de questões, complementando as aulas teóricas anteriores."
AC-07,Conhecimentos Específicos - Administração e Controle,Princípios de contabilidade,principal,"Princípios da Contabilidade - [Tudo em 24 min]",CFC Academy,https://www.youtube.com/watch?v=E4otkAWeaZc,24 min (aprox.),não identificada,fora_do_universo_concursos,NAO,"Aula central e completa sobre os princípios/fundamentos contábeis (registro pelo valor original, prudência, competência etc.), tema literal do código AC-07 ('princípios e práticas contábeis fundamentais'), em canal focado em preparação para o exame do CFC."
AC-07,Conhecimentos Específicos - Administração e Controle,Características qualitativas dos princípios contábeis,complementar_aprofundamento,"Os princípios contábeis ainda existem? Características qualitativas fundamentais e de melhoria",Professor Quintino,https://www.youtube.com/watch?v=eOPXQr7MNjU,não identificada,não identificada,fora_do_universo_concursos,NAO,"Aprofunda a discussão sobre os princípios contábeis frente à estrutura conceitual atual (características qualitativas), complementando a aula principal com uma visão mais atual e crítica do tema."
AC-07,Conhecimentos Específicos - Administração e Controle,Escrituração contábil fiscal e obrigações acessórias,complementar_revisao,"ECF: Tudo sobre a Escrituração Contábil Fiscal (na prática)",Contabilidade Facilitada,https://www.youtube.com/watch?v=8nXq_xZiVak,não identificada,não identificada,fora_do_universo_concursos,NAO,"Cobre especificamente o subtema 'obrigações acessórias e controle fiscal' do AC-07 (ECF é uma obrigação acessória concreta), tema não tratado pelas duas aulas anteriores, que focam nos princípios contábeis."
AC-08,Conhecimentos Específicos - Administração e Controle,DFC - método indireto,principal,"Demonstração dos Fluxos de Caixa (DFC) - Método Indireto",Marcia Lacerda Farias,https://www.youtube.com/watch?v=6PzMw91_dHU,não identificada,não identificada,fora_do_universo_concursos,NAO,"Aula central sobre a elaboração da Demonstração dos Fluxos de Caixa pelo método indireto, cobrindo diretamente 'elaboração e análise (direto e indireto)' do código AC-08. Usado após esgotar busca por aula equivalente em canal de concursos (ver esgotamento na cobertura)."
AC-08,Conhecimentos Específicos - Administração e Controle,Fluxo de caixa direto e indireto integrado ao balanço/DRE,complementar_aprofundamento,"Demonstração Fluxo de Caixa - Método Direto e Indireto (Balanço Patrimonial e DRE)",GCoelho,https://www.youtube.com/watch?v=FeD893hNeDY,não identificada,não identificada,fora_do_universo_concursos,NAO,"Aprofunda comparando os métodos direto e indireto e mostrando a integração da DFC com Balanço Patrimonial e DRE, atendendo ao subtema 'integração com orçamento e projeções/demais demonstrações' do AC-08."
AC-08,Conhecimentos Específicos - Administração e Controle,DFC método indireto - revisão,complementar_revisao,"46 - Demonstração do Fluxo de Caixa - Método Indireto - Contabilidade",Professor Quintino,https://www.youtube.com/watch?v=JUe5U0JTdws,não identificada,não identificada,fora_do_universo_concursos,NAO,"Revisão numerada de uma série de aulas de contabilidade especificamente sobre o método indireto da DFC, reforçando de forma objetiva o conteúdo já visto nas aulas anteriores."
AC-09,Conhecimentos Específicos - Administração e Controle,Análise das demonstrações contábeis (Balanço e DRE),principal,"Análise das Demonstrações Contábeis do ZERO para Concursos - Semana Nacional EC",Estratégia Concursos,https://www.youtube.com/watch?v=BRaIxtk-rr4,não identificada,não identificada,estrategia_concursos,NAO,"Aula gratuita do canal oficial Estratégia Concursos (evento 'Semana Nacional'), tratando do zero a análise das demonstrações contábeis, cobrindo a relação entre Balanço Patrimonial, DRE e demais demonstrações, núcleo do código AC-09."
AC-09,Conhecimentos Específicos - Administração e Controle,Estrutura do Balanço Patrimonial e da DRE,complementar_aprofundamento,"Balanço Patrimonial e Demonstração do Resultado (DRE): Aula Completa",Contabilidade Facilitada,https://www.youtube.com/watch?v=veQVYctnBFM,não identificada,não identificada,fora_do_universo_concursos,NAO,"Aula completa e detalhada sobre a estrutura do Balanço Patrimonial (Ativo, Passivo, PL) e da DRE, aprofundando a montagem de cada demonstração além do panorama da aula principal."
AC-09,Conhecimentos Específicos - Administração e Controle,Conceitos básicos de Balanço e DRE - revisão,complementar_revisao,"Balanço Patrimonial e Demonstração Resultado - Conceitos Básicos em 10 min! Demonstrações Financeiras",GCoelho,https://www.youtube.com/watch?v=EkNJ8v6T6bQ,10 min (aprox.),não identificada,fora_do_universo_concursos,NAO,"Vídeo curto de revisão rápida (10 minutos) dos conceitos básicos de Balanço Patrimonial e DRE, útil para consolidar rapidamente a estrutura das duas demonstrações antes da prova."
AC-10,Conhecimentos Específicos - Administração e Controle,Logística e Gestão da Cadeia de Suprimentos,principal,"Hora da Verdade Petrobras: Logística, Suprimentos, Estoques, Almoxarifados(Suprimento Bens Serviços)",Estratégia Concursos,https://www.youtube.com/watch?v=-d_nHCLAF4E,3:36:16,~2 anos atrás (data exata não confirmada na busca),estrategia_concursos,NAO,"Aula ao vivo completa de revisão para concursos de estatal (Petrobras) cobrindo diretamente logística, cadeia de suprimentos, estoques e almoxarifados; conteúdo extenso e diretamente aplicável ao código, apesar de não ser específico do edital Transpetro 2026."
AC-10,Conhecimentos Específicos - Administração e Controle,Logística e Gestão da Cadeia de Suprimentos,complementar_aprofundamento,Logística de Transportes - Aula: Fundamentos de Logística (Aula 1) - Concursos Petrobras | CPWS,CPWS - Concursos Petrobras e Transpetro,https://www.youtube.com/watch?v=zDyog0iIRwk,2:09:22,~1 ano atrás (data exata não confirmada na busca),outro_canal_concursos,NAO,"Primeira aula de uma série de 4 sobre fundamentos de logística voltada a concursos de Petrobras/Transpetro; aprofunda conceitos e aplicações de logística e cadeia de suprimentos além de uma introdução."
AC-10,Conhecimentos Específicos - Administração e Controle,Logística e Gestão da Cadeia de Suprimentos,complementar_questoes,Sprint de Questões Cesgranrio para Transpetro: Monitoramento Logístico - Prof. Daniel Almeida,Estratégia Concursos,https://www.youtube.com/watch?v=VTGkFkJcadg,50:11,~4 dias antes da consulta (agosto/2026),estrategia_concursos,SIM,"Sprint de resolução de questões estilo Cesgranrio preparado especificamente para o edital Transpetro 2026, cobrindo o eixo de Monitoramento Logístico (que inclui cadeia de suprimentos); treino de questões objetivas."
AC-11,Conhecimentos Específicos - Administração e Controle,Modalidades de transporte,principal,Logística de Transporte - Logística Internacional e Aduaneira (Aula 1): Modais | CPWS Concursos,CPWS - Concursos Petrobras e Transpetro,https://www.youtube.com/watch?v=547BQhUqAwk,2:53:22,28/05/2025 (aprox., conforme indexação de busca),outro_canal_concursos,NAO,"Aula dedicada especificamente aos modais de transporte (rodoviário, ferroviário, hidroviário, aeroviário, dutoviário) dentro de um curso de logística internacional para concursos de Petrobras/Transpetro."
AC-11,Conhecimentos Específicos - Administração e Controle,Modalidades de transporte,complementar_aprofundamento,Logística de Transporte - Logística Internacional e Aduaneira (Aula 2): Convenções | CPWS Concursos,CPWS - Concursos Petrobras e Transpetro,https://www.youtube.com/watch?v=9zNR8n7ZAxg,2:58:05,29/05/2025 (aprox., conforme indexação de busca),outro_canal_concursos,NAO,"Continuação da aula de modais, aprofundando convenções internacionais de transporte (base de intermodalidade/multimodalidade e regulação internacional), complementando a aula 1 do mesmo curso."
AC-11,Conhecimentos Específicos - Administração e Controle,Modalidades de transporte,complementar_revisao,Concurso ANTT: Legislação Aplicada a Regulação em Transporte Terrestre - Prof. Nick Simonek,Estratégia Concursos,https://www.youtube.com/watch?v=5uhqjQPk76I,2:16:25,01/02/2024,estrategia_concursos,NAO,"Aula da Estratégia Concursos sobre legislação e regulação de transporte terrestre (foco em concurso ANTT), diretamente aplicável ao subtema 'regulação e legislação do transporte' do código, servindo como revisão do arcabouço normativo."
AC-12,Conhecimentos Específicos - Administração e Controle,Gestão de Estoques,principal,"Gestão de estoque: conceito, importância, como fazer, técnicas e benefícios (AULA COMPLETA)",SAC Logística,https://www.youtube.com/watch?v=mFOStDt24Ng,36:30,16/05/2021,fora_do_universo_concursos,NAO,"Aula completa e didática sobre gestão de estoques (conceito, técnicas, benefícios), cobrindo classificação e métodos de gestão de estoque exigidos pelo código. Usado como principal após não se localizar aula específica e completa sobre o tema nos canais de concursos prioritários (Estratégia Concursos, CPWS) apesar de 3 buscas com termos distintos."
AC-12,Conhecimentos Específicos - Administração e Controle,Gestão de Estoques,complementar_aprofundamento,Gestão de ESTOQUE usando CURVA ABC (passo a passo),Ser Logística,https://www.youtube.com/watch?v=CiFwih4XHNU,16:02,07/10/2024,fora_do_universo_concursos,NAO,"Aprofunda o método de classificação ABC de estoques (critério de classificação e priorização), tema central do código em 'classificação e métodos de gestão'."
AC-12,Conhecimentos Específicos - Administração e Controle,Gestão de Estoques,complementar_questoes,QUESTÃO DE ESTOQUE - PONTO DE PEDIDO E ESTOQUE DE SEGURANÇA ADMINISTRAÇÃO DE MATERIAIS,Joselias Silva,https://www.youtube.com/watch?v=J0lRz83b_Go,11:18,04/11/2014,fora_do_universo_concursos,NAO,"Resolução de questão sobre ponto de pedido e estoque de segurança, conceitos diretamente ligados a 'políticas de estoque e níveis de serviço' do código; formato de treino de questão."
AC-13,Conhecimentos Específicos - Administração e Controle,Armazenagem,principal,"TÉCNICAS DE ARMAZENAGEM: Conceito, tipos e importância (Aula completa)",SAC Logística,https://www.youtube.com/watch?v=JNOfOOTO_Io,27:43,12/09/2022,fora_do_universo_concursos,NAO,"Aula completa sobre conceito, tipos e importância da armazenagem, cobrindo diretamente 'tipos de armazéns e funções' do código. Usado após busca não localizar aula equivalente em Estratégia Concursos, Adriane Fauth (não cobre logística) ou CPWS especificamente sobre tipos/layout de armazém."
AC-13,Conhecimentos Específicos - Administração e Controle,Armazenagem,complementar_aprofundamento,Estruturas de armazenagem logística (AULA COMPLETA),SAC Logística,https://www.youtube.com/watch?v=9HUSHbV3Vbs,29:19,29/05/2021,fora_do_universo_concursos,NAO,"Aprofunda estruturas físicas de armazenagem (porta-paletes, estruturas verticais etc.), tema de 'tecnologias' e organização de armazéns do código."
AC-13,Conhecimentos Específicos - Administração e Controle,Armazenagem,complementar_revisao,Layout da Armazenagem na Logística,Canal de Logística,https://www.youtube.com/watch?v=UCSUPK_L8wM,13:29,27/01/2020,fora_do_universo_concursos,NAO,"Revisão objetiva e mais curta sobre layout de armazém, cobrindo o subtema 'layout e organização' do código de forma resumida."
AC-14,Conhecimentos Específicos - Administração e Controle,Manuseio de Materiais,principal,"EQUIPAMENTOS DE MOVIMENTAÇÃO: Conceito, importância, tipos e características! | Aula Completa",SAC Logística,https://www.youtube.com/watch?v=BsX4GAKGdgc,8:42,04/04/2023,fora_do_universo_concursos,NAO,"Aula objetiva sobre equipamentos de movimentação de materiais (empilhadeiras, paleteiras, pontes rolantes etc.), núcleo do código 'equipamentos de movimentação'."
AC-14,Conhecimentos Específicos - Administração e Controle,Manuseio de Materiais,complementar_aprofundamento,Logística - Movimentação e Armazenagem - Aula 01,EaD IFPI,https://www.youtube.com/watch?v=3GXwLt8EFDs,19:53,22/10/2014,fora_do_universo_concursos,NAO,"Aula institucional (Instituto Federal do Piauí) sobre princípios de movimentação e armazenagem de materiais, aprofundando os 'princípios de movimentação eficiente' citados no código."
AC-15,Conhecimentos Específicos - Administração e Controle,Embalagem,principal,Embalagem na Logística,Canal de Logística,https://www.youtube.com/watch?v=DDNQD6_GWo4,12:00,20/06/2022,fora_do_universo_concursos,NAO,"Aula direta sobre tipos e funções de embalagem na logística, núcleo do código. Usado como principal após 3+ buscas com termos distintos não localizarem aula equivalente nos canais prioritários de concursos (Estratégia Concursos, CPWS, Adriane Fauth - que não cobre logística)."
AC-15,Conhecimentos Específicos - Administração e Controle,Embalagem,complementar_aprofundamento,O QUE É A UNITIZAÇÃO DE CARGAS? Conceito, tipos e aplicações (Aula completa),SAC Logística,https://www.youtube.com/watch?v=5TVxJYstNME,20:29,14/06/2022,fora_do_universo_concursos,NAO,"Aprofunda especificamente 'unitização de cargas', um dos quatro subtemas explícitos do código AC-15."
AC-15,Conhecimentos Específicos - Administração e Controle,Embalagem,complementar_questoes,Logística de Transportes - Aula: Cargas Perigosas (Aula 1) - Concursos Petrobras e Transpetro | CPWS,CPWS - Concursos Petrobras e Transpetro,https://www.youtube.com/watch?v=F1puXxR2C9g,3:18:12,~1 ano atrás (data exata não confirmada na busca),outro_canal_concursos,NAO,"Aula de curso de concursos Petrobras/Transpetro sobre transporte de cargas perigosas, tema central do subtema 'segurança no transporte' do código AC-15."
AC-16,Conhecimentos Específicos - Administração e Controle,Gestão de Compras,principal,Logística de Transporte - Aula: Lei 13.303/2016 – Do procedimento de Licitação | CPWS Concursos,CPWS - Concursos Petrobras e Transpetro,https://www.youtube.com/watch?v=df_0zEB5L1I,3:27:56,~1 ano atrás (data exata não confirmada na busca),outro_canal_concursos,NAO,"Aula específica e vigente sobre a Lei 13.303/2016 (regime de licitações e contratos de estatais como Transpetro), tratando do procedimento licitatório citado explicitamente no código AC-16. NÃO é baseada na Lei 8.666/1993 (revogada)."
AC-16,Conhecimentos Específicos - Administração e Controle,Gestão de Compras,complementar_aprofundamento,Curso Completo de Licitações e Contratos - Lei 14.133/2021 - Prof. Herbert Almeida,Estratégia Concursos,https://www.youtube.com/watch?v=KuycQPQwYZ0,3:34:10,03/08/2022,estrategia_concursos,NAO,"Curso completo e vigente sobre a Nova Lei Geral de Licitações (Lei 14.133/2021), a segunda lei citada explicitamente no código AC-16, ministrado por professor de referência da Estratégia Concursos. NÃO trata da Lei 8.666/1993 revogada."
AC-16,Conhecimentos Específicos - Administração e Controle,Gestão de Compras,complementar_revisao,Téc. de Suprimento de Bens e Serviços: Lei 13.303/2016 (Aula 1) - Concursos Petrobras CPWS,CPWS - Concursos Petrobras e Transpetro,https://www.youtube.com/watch?v=wcX4nhztmmg,2:53:18,25/05/2025,outro_canal_concursos,NAO,"Revisita a Lei 13.303/2016 sob a ótica de suprimento de bens e serviços (compras), reforçando o mesmo diploma legal vigente citado no código, a partir de um ângulo aplicado e prático de concursos de estatal."
AC-17,Conhecimentos Específicos - Administração e Controle,Gestão de Contratos,principal,Curso Completo de Licitações e Contratos - Lei 14.133/2021 - Prof. Herbert Almeida,Estratégia Concursos,https://www.youtube.com/watch?v=KuycQPQwYZ0,3:34:10,03/08/2022,estrategia_concursos,NAO,"Mesmo curso completo do professor Herbert Almeida (Estratégia Concursos) citado em AC-16, cujo conteúdo inclui capítulo específico sobre contratos administrativos da Lei 14.133/2021 (formalização, execução, fiscalização, alteração/aditivos), cobrindo o núcleo de 'ciclo de vida do contrato' e 'gestão de riscos e aditivos' do código."
AC-17,Conhecimentos Específicos - Administração e Controle,Gestão de Contratos,complementar_aprofundamento,Logística de Transporte - Aula: Lei 13.303/2016 – Do procedimento de Licitação | CPWS Concursos,CPWS - Concursos Petrobras e Transpetro,https://www.youtube.com/watch?v=df_0zEB5L1I,3:27:56,~1 ano atrás (data exata não confirmada na busca),outro_canal_concursos,NAO,"Mesma aula CPWS citada em AC-16; aborda o procedimento licitatório de estatais que antecede e fundamenta a formalização e gestão dos contratos no regime da Lei 13.303/2016, aplicável ao ciclo de vida contratual em empresas como a Transpetro."
AC-18,Conhecimentos Específicos - Administração e Controle,Fundamentos de computação,principal,Informática para Concursos 2026 - AULA 1 - Windows 11 - Prof. Alan Souza,Prof. Alan Souza,https://www.youtube.com/watch?v=QIB18HYMdok,25:53,06/02/2026,outro_canal_concursos,GERAL,"Primeira aula de série 2026 sobre o sistema operacional Windows, cobrindo fundamentos de hardware/software e introdução ao Windows 11, específico para concursos e atualizado para 2026."
AC-18,Conhecimentos Específicos - Administração e Controle,Fundamentos de computação,complementar_aprofundamento,Informática para Concursos 2026 - AULA 8 - Windows 11 - Prof. Alan Souza,Prof. Alan Souza,https://www.youtube.com/watch?v=R_56fkYwmfY,30:43,23/02/2026,outro_canal_concursos,GERAL,"Aula da mesma série 2026 dedicada aos acessórios/utilitários do Windows 11, aprofundando o subtema 'utilitários, aplicativos e manipulação de arquivos' do código."
AC-18,Conhecimentos Específicos - Administração e Controle,Fundamentos de computação,complementar_questoes,Questões de Informática para Concursos - Sistemas Operacionais,Prof. Marcelo Narciso,https://www.youtube.com/watch?v=8SmLcUatOmA,17:55,25/05/2026,outro_canal_concursos,GERAL,"Resolução de questões de concurso sobre sistemas operacionais, servindo de treino de questões objetivas para o tema Windows/sistemas operacionais do código."
AC-19,Conhecimentos Específicos - Administração e Controle,Aplicativos comerciais,principal,Informática para Concursos 2026 - AULA 1 - MS WORD 365 - Prof. Alan Souza,Prof. Alan Souza,https://www.youtube.com/watch?v=hB73XLR24dQ,29:18,23/03/2026,outro_canal_concursos,GERAL,"Aula 2026 sobre Microsoft Word (versão 365/nuvem, equivalente atual ao Office 2024 mencionado no edital), cobrindo edição de textos citada no código. Observação: é Word 365, não literalmente 'Office 2024', mas trata da versão vigente do aplicativo."
AC-19,Conhecimentos Específicos - Administração e Controle,Aplicativos comerciais,complementar_aprofundamento,Aula de Informática do zero: Word e Excel - AlfaCon,AlfaCon,https://www.youtube.com/watch?v=VFQ6BqDDePM,2:05:39,24/05/2022,outro_canal_concursos,GERAL,"Aula longa e completa cobrindo Word e Excel (planilhas) para concursos, aprofundando o subtema 'planilhas' do código, que a aula principal (focada em Word) não cobre em profundidade."
AC-19,Conhecimentos Específicos - Administração e Controle,Aplicativos comerciais,complementar_revisao,Informática para Concursos - PowerPoint - AlfaCon,AlfaCon,https://www.youtube.com/watch?v=d1NGqMxkp1g,9:51,14/10/2016,outro_canal_concursos,GERAL,"Revisão objetiva e curta sobre PowerPoint (material multimídia), cobrindo o subtema 'material escrito e multimídia' do código de forma resumida; vídeo mais antigo mas conceitos de interface do PowerPoint têm baixa obsolescência."
AC-20,Conhecimentos Específicos - Administração e Controle,Internet e intranet,principal,Informática para Concursos - Aula 03.01 - Internet x Intranet x Extranet - Internet,Professor Alê,https://www.youtube.com/watch?v=6G_onNf0IMc,15:26,15/08/2023,outro_canal_concursos,GERAL,"Aula específica sobre o conceito de Internet dentro de uma série comparativa Internet x Intranet x Extranet, cobrindo diretamente o núcleo conceitual do código."
AC-20,Conhecimentos Específicos - Administração e Controle,Internet e intranet,complementar_aprofundamento,Informática para Concursos - Aula 03.02 - Internet x Intranet x Extranet - Intranet,Professor Alê,https://www.youtube.com/watch?v=8VeJYDIBqME,17:19,16/08/2023,outro_canal_concursos,GERAL,"Continuação da série do Professor Alê, aprofundando especificamente o conceito de Intranet, segundo pilar do código AC-20."
AC-20,Conhecimentos Específicos - Administração e Controle,Internet e intranet,complementar_questoes,500 Questões de Informática [Navegadores] - Prof. Alan Souza,Prof. Alan Souza,https://www.youtube.com/watch?v=vmNii8_xtqA,1:49:16,09/11/2024,outro_canal_concursos,GERAL,"Bateria de questões comentadas especificamente sobre navegadores de internet, cobrindo o subtema 'principais navegadores' do código em formato de treino de questões."
AC-21,Conhecimentos Específicos - Administração e Controle,Segurança da informação e LGPD,principal,Segurança da Informação - aula de Informática para Concursos - AO VIVO,AlfaCon,https://www.youtube.com/watch?v=PxgYsfzLaoo,2:16:58,24/08/2019,outro_canal_concursos,GERAL,"Aula completa e extensa sobre noções de segurança da informação (conceitos, princípios, ataques, mecanismos de proteção) para concursos, núcleo do código AC-21."
AC-21,Conhecimentos Específicos - Administração e Controle,Segurança da informação e LGPD,complementar_aprofundamento,Lei Geral de Proteção de Dados - LGPD (13.709/18) - Professor Luciano Franco,JUS POLIS,https://www.youtube.com/watch?v=hnx-wS3i1TY,1:05:30,12/11/2025,outro_canal_concursos,GERAL,"Aula dedicada e recente especificamente à Lei nº 13.709/2018 (LGPD) e suas alterações, segundo pilar explícito do código AC-21, com riqueza de detalhes sobre a lei vigente."
AC-21,Conhecimentos Específicos - Administração e Controle,Segurança da informação e LGPD,complementar_revisao,Segurança da Informação p Concursos | Confidencialidade Integridade Disponibilidade e Autenticidade,ROMILTON JÚNIOR,https://www.youtube.com/watch?v=C8ZTng3xRiA,11:30,06/02/2024,outro_canal_concursos,GERAL,"Revisão curta e objetiva dos princípios (pilares) da segurança da informação (CID + Autenticidade), reforçando de forma resumida os conceitos centrais do código."
